Month,Location ,0 > 4,05 > 09,10 > 15,16 > 19,20 > 24,25 > 34,35 > 44,45 > 54,55 > 64,65 > 74,75>,Not known
Dec-17,Calverley Library,0,2,3,0,0,15,2,15,34,10,1,2
Dec-17,Central Library,1,15,86,67,590,"1,541","1,504","1,697","1,339",595,102,612
Dec-17,Chapel Allerton Library,1,0,11,2,11,48,73,127,202,62,19,26
Dec-17,Chapeltown Library,3,47,55,10,37,93,187,316,167,37,5,125
Dec-17,Compton Road Library,0,114,275,153,217,401,428,406,325,49,6,121
Dec-17,Crossgates Library,4,18,15,24,52,118,157,197,297,147,47,41
Dec-17,Dewsbury Road Library,4,9,28,3,83,157,313,337,316,60,0,43
Dec-17,Farsley Library,0,0,3,4,2,20,7,19,34,28,8,9
Dec-17,Garforth Library,2,8,30,4,35,74,64,123,86,160,57,177
Dec-17,Gildersome Library,0,0,1,1,9,0,2,14,6,4,1,4
Dec-17,Guiseley Library,0,1,8,1,3,22,42,49,99,66,35,30
Dec-17,Halton Library,1,18,33,3,17,60,45,79,96,96,20,64
Dec-17,Headingley Library,0,0,0,0,0,0,0,0,0,0,0,0
Dec-17,Holt Park Library,0,8,37,10,19,68,69,79,66,110,16,71
Dec-17,Horsforth Library,0,4,35,17,16,117,105,180,238,236,73,87
Dec-17,Hunslet Library,0,0,18,0,1,43,23,68,31,47,0,21
Dec-17,Kippax Library,0,0,12,7,15,14,7,44,20,56,0,3
Dec-17,Middleton Library,0,2,16,10,24,76,73,132,80,26,3,33
Dec-17,Moor Allerton Library,1,10,37,24,68,104,240,405,588,201,70,96
Dec-17,Morley Library,0,5,32,8,44,159,223,237,286,160,59,80
Dec-17,Oakwood Library,0,1,9,6,7,47,42,104,164,63,21,38
Dec-17,Otley Library,0,0,4,31,24,66,139,212,268,356,231,21
Dec-17,Pudsey Library,0,9,24,9,42,147,222,221,375,186,47,91
Dec-17,Rothwell Library,0,9,22,19,24,80,72,95,137,133,53,60
Dec-17,Seacroft,0,4,29,14,50,143,288,260,302,143,19,42
Dec-17,Wetherby,0,1,6,7,21,31,62,72,112,76,47,35
Dec-17,Whinmoor,0,0,0,2,0,0,0,5,19,1,0,5
Dec-17,Yeadon,0,2,14,3,32,35,48,135,95,108,16,24
Jan-18,Ardsley and Tingley Library,0,0,2,0,0,13,11,10,46,18,0,8
Jan-18,Armley Library,4,27,47,27,109,455,490,568,327,171,27,251
Jan-18,Beeston Library,1,19,16,17,23,207,186,191,121,69,5,17
Jan-18,Boston Spa Library,0,0,4,0,0,3,7,3,17,18,2,7
Jan-18,Bramley Library,0,1,21,14,47,170,171,276,376,158,21,121
Jan-18,Calverley Library,0,0,1,1,0,28,3,17,22,20,4,3
Jan-18,Central Library,2,13,70,65,672,"1,896","1,665","2,075","1,438",588,114,702
Jan-18,Chapel Allerton Library,0,6,16,7,23,153,88,193,225,84,19,42
Jan-18,Chapeltown Library,2,73,54,44,38,198,211,323,199,35,10,151
Jan-18,Compton Road Library,5,68,235,138,297,745,784,633,446,58,16,106
Jan-18,Crossgates Library,5,4,23,32,75,131,191,231,337,188,54,66
Jan-18,Dewsbury Road Library,4,11,24,12,91,322,404,491,330,93,0,67
Jan-18,Farsley Library,0,1,3,0,7,39,30,33,56,42,4,16
Jan-18,Garforth Library,0,3,59,9,29,85,80,122,110,136,59,241
Jan-18,Gildersome Library,0,0,0,0,5,0,1,18,0,6,1,4
Jan-18,Guiseley Library,0,0,5,3,6,28,49,55,83,95,34,10
Jan-18,Halton Library,0,22,35,6,18,62,68,79,131,105,26,61
Jan-18,Headingley Library,0,0,0,0,0,0,0,0,0,0,0,0
Jan-18,Holt Park Library,0,9,46,13,19,70,110,136,103,125,38,29
Jan-18,Horsforth Library,0,7,27,26,46,112,117,269,258,342,81,107
Jan-18,Hunslet Library,0,0,20,3,10,74,49,93,39,71,0,40
Jan-18,Kippax Library,0,0,5,2,18,15,19,51,42,62,4,16
Jan-18,Middleton Library,0,0,15,4,28,111,110,140,106,48,7,50
Jan-18,Moor Allerton Library,4,17,44,50,114,226,302,436,633,240,88,63
Jan-18,Morley Library,1,4,41,9,54,188,296,268,362,211,60,82
Jan-18,Oakwood Library,0,1,3,4,6,46,58,133,221,80,34,23
Jan-18,Otley Library,0,9,18,44,52,65,133,306,309,444,238,46
Jan-18,Pudsey Library,0,5,14,6,46,98,244,248,414,256,50,120
Jan-18,Rothwell Library,0,11,21,2,37,80,112,129,141,154,68,59
Jan-18,Seacroft,0,7,17,14,139,163,318,388,388,178,36,81
Jan-18,Wetherby,0,3,12,3,9,25,64,90,163,57,61,34
Jan-18,Whinmoor,0,0,0,0,0,5,1,13,18,2,0,0
Jan-18,Yeadon,0,2,10,5,66,59,72,170,117,174,40,47
Feb-18,Ardsley and Tingley Library,0,0,0,0,0,9,9,6,34,13,1,6
Feb-18,Armley Library,4,17,65,50,102,316,445,517,328,170,11,260
Feb-18,Beeston Library,0,16,29,8,25,183,180,209,152,58,6,30
Feb-18,Boston Spa Library,0,0,7,0,0,2,5,3,17,15,1,0
Feb-18,Bramley Library,0,7,30,18,78,204,160,254,362,129,14,90
Feb-18,Calverley Library,0,1,4,0,1,15,3,12,26,22,1,5
Feb-18,Central Library,7,32,70,122,573,"1,784","1,582","1,918","1,383",586,99,656
Feb-18,Chapel Allerton Library,0,3,7,9,19,109,89,173,171,84,19,47
Feb-18,Chapeltown Library,0,66,99,40,25,126,244,269,222,30,5,150
Feb-18,Compton Road Library,2,127,387,97,215,563,693,558,409,65,19,140
Feb-18,Crossgates Library,5,25,16,22,70,139,193,196,269,172,36,70
Feb-18,Dewsbury Road Library,4,11,13,27,139,295,411,460,321,76,3,43
Feb-18,Farsley Library,0,0,4,0,8,48,27,35,50,30,3,20
Feb-18,Garforth Library,3,9,51,15,34,53,47,99,67,102,46,187
Feb-18,Gildersome Library,0,0,1,0,3,2,3,16,2,4,1,1
Feb-18,Guiseley Library,0,0,1,0,2,29,26,39,83,72,42,16
Feb-18,Halton Library,1,16,30,1,42,79,70,92,110,89,38,123
Feb-18,Holt Park Library,0,16,51,12,21,75,90,136,68,116,23,26
Feb-18,Horsforth Library,0,7,33,26,29,95,131,256,221,241,68,137
Feb-18,Hunslet Library,0,0,14,0,10,106,28,109,65,57,0,15
Feb-18,Kippax Library,0,1,4,6,14,19,7,46,22,66,1,1
Feb-18,Middleton Library,0,0,0,1,1,3,6,9,6,3,1,9
Feb-18,Moor Allerton Library,5,27,30,38,74,179,349,423,690,231,100,39
Feb-18,Morley Library,1,1,38,8,48,205,261,253,300,182,53,67
Feb-18,Oakwood Library,0,2,5,6,10,66,53,119,177,57,29,46
Feb-18,Otley Library,0,3,11,26,35,58,103,275,328,370,214,32
Feb-18,Pudsey Library,0,21,29,6,41,77,199,247,388,267,60,91
Feb-18,Rothwell Library,0,8,40,14,44,69,98,116,108,117,35,51
Feb-18,Scholes,0,0,0,0,0,0,0,1,0,1,0,0
Feb-18,Seacroft,0,8,31,6,95,126,282,435,353,173,33,63
Feb-18,Wetherby,0,0,8,4,5,39,78,57,98,52,42,26
Feb-18,Whinmoor,0,0,0,0,0,1,2,22,11,4,0,0
Feb-18,Yeadon,0,3,21,8,52,52,71,127,122,170,45,30
Mar-18,Ardsley and Tingley Library,0,0,1,0,0,12,4,11,39,8,1,6
Mar-18,Armley Library,3,11,67,31,154,372,470,533,357,176,19,245
Mar-18,Beeston Library,0,5,20,8,30,189,199,159,141,94,12,18
Mar-18,Boston Spa Library,0,0,6,1,0,5,7,7,22,5,0,1
Mar-18,Bramley Library,1,4,19,14,46,169,169,271,380,118,21,114
Mar-18,Calverley Library,0,0,1,0,0,18,1,12,19,37,2,3
Mar-18,Central Library,7,25,68,102,645,"1,936","1,585","2,044","1,442",680,104,838
Mar-18,Chapel Allerton Library,0,9,13,7,23,85,104,172,212,95,19,52
Mar-18,Chapeltown Library,1,53,108,26,32,131,211,290,180,24,11,141
Mar-18,Compton Road Library,6,89,274,178,315,629,670,633,375,51,18,133
Mar-18,Crossgates Library,0,16,10,17,67,179,235,218,327,161,36,62
